,url,fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other
1298,/fighter/Marcos-Rogerio-de-Lima-51955,Marcos Rogerio de Lima,Pezao,25/06/1985,36.0,,"Ribeirao Pires, Sao Paulo",Brazil,"6'1""",265 lbs,American Top Team,Heavyweight,18,13,2,3,,18,1,5,1,
1299,/fighter/Mahmoud-Hassan-95543,Mahmoud Hassan,Hellboy,02/01/1981,40.0,,Cairo,Egypt,"6'2""",232 lbs,Egyptian Top Team,Heavyweight,1,0,1,0,,1,4,2,0,
1300,/fighter/Jessica-Andrade-100715,Jessica Andrade,Bate Estaca,25/09/1991,29.0,,"Umuarama, Parana",Brazil,"5'2""",125 lbs,Parana Vale Tudo,Flyweight,21,8,7,6,,21,4,2,3,
1301,/fighter/Pedro-Munhoz-52407,Pedro Munhoz,The Young Punisher,07/09/1986,34.0,,"Sao Paulo, Sao Paulo",Brazil,"5'6""",135 lbs,American Top Team,Bantamweight,19,5,8,6,,19,0,0,6,
1302,/fighter/Mostapha-AlTurk-8224,Mostapha Al-Turk,,14/07/1973,48.0,,London,England,"6'2""",235 lbs,London Shootfighters,Heavyweight,6,6,0,0,,6,3,1,2,
1303,/fighter/Jonathan-Wiezorek-2688,Jonathan Wiezorek,Lock and Load,,,,"Valdosta, Georgia",United States,"6'3""",250 lbs,Valdosta Martial Arts Academy,Heavyweight,11,4,7,0,,11,1,1,0,
1304,/fighter/Tatsumitsu-Wada-28152,Tatsumitsu Wada,,16/11/1988,32.0,,"Kofu, Yamanashi",Japan,"5'7""",125 lbs,Independent,Flyweight,22,5,5,12,,22,1,3,8,
1305,/fighter/Sage-Northcutt-130911,Sage Northcutt,Super,01/03/1996,25.0,,"Katy, Texas",United States,"6'0""",170 lbs,Team Alpha Male,Welterweight,11,5,3,3,,11,1,2,0,
1306,/fighter/Pawel-Pawlak-65543,Pawel Pawlak,Plastinho,08/02/1989,32.0,,Lodz,Poland,"6'0""",185 lbs,Octopus Lodz,Middleweight,18,9,3,6,,18,0,0,4,
1307,/fighter/Jason-King-181329,Jason King,The Asian Persuasion,02/05/1989,32.0,,"Knoxville, Tennessee",United States,"6'0""",170 lbs,Knoxville Martial Arts Academy,Welterweight,9,6,2,0,1.0,9,6,0,1,0.0
1308,/fighter/John-Redmond-56596,John Redmond,Johnny Jitzu,,,,"Dublin, Leinster",Ireland,"6'3""",185 lbs,Team Ryano MMA,Middleweight,7,4,2,1,,7,7,8,1,
1309,/fighter/Nate-James-19903,Nate James,,29/05/1978,43.0,,"Oklahoma City, Oklahoma",United States,"6'0""",184 lbs,American Kickboxing Academy,Middleweight,14,2,4,8,,14,0,4,4,
1310,/fighter/Shawn-Levesque-68542,Shawn Levesque,,,,,"Hamilton, Ontario",Canada,"6'3""",204 lbs,Iron Tiger Muay Thai,Light Heavyweight,1,1,0,0,,1,0,2,0,
1311,/fighter/Kim-Hock-Quek-94047,Kim Hock Quek,The Hulk,,,,,Singapore,"5'8""",154 lbs,Juggernaut Fight Club,Lightweight,1,0,1,0,,1,1,0,0,
1312,/fighter/Bi-Nguyen-174715,Bi Nguyen,KillHer Bee,30/10/1989,31.0,,"Oakland, California",United States,"4'11""",105 lbs,Jackson-Wink MMA,Atomweight,6,1,0,5,,6,0,1,5,
1313,/fighter/Liana-Jojua-208997,Liana Jojua,She Wolf,22/03/1995,26.0,,Moscow,Russia,"5'4""",125 lbs,Akhmat Fighting Club,Flyweight,8,1,6,1,,8,2,1,1,
1314,/fighter/Diego-Sanchez-4824,Diego Sanchez,The Nightmare,31/12/1981,39.0,,"Albuquerque, New Mexico",United States,"5'10""",170 lbs,Jackson-Wink MMA,Welterweight,30,10,6,13,1.0,30,4,0,9,0.0
1315,/fighter/Alex-Andrade-258,Alex Andrade,El Toro,14/05/1974,47.0,,"Laredo, Texas",United States,"5'11""",200 lbs,Lion's Den,Light Heavyweight,10,5,2,3,0.0,10,1,0,2,2.0
1316,/fighter/Gideon-Ray-4555,Gideon Ray,,27/05/1973,48.0,,"Roselle, Illinois",United States,"5'10""",170 lbs,MMA Masters Chicago,Welterweight,17,8,8,1,,17,3,5,7,
1317,/fighter/Alex-Schoenauer-4000,Alex Schoenauer,,05/05/1976,45.0,,"Las Vegas, Nevada",United States,"6'3""",185 lbs,Xtreme Couture,Middleweight,15,4,7,2,2.0,15,1,5,4,0.0
1318,/fighter/Ryan-Hall-15962,Ryan Hall,The Wizard,22/02/1985,36.0,,"Falls Church, Virginia",United States,"5'10""",145 lbs,50,Featherweight,8,2,3,3,,8,1,0,1,
1319,/fighter/John-Howard-11798,John Howard,Doomsday,01/03/1983,38.0,,"Boston, Massachusetts",United States,"5'7""",171 lbs,Wai Kru MMA,Welterweight,29,10,7,12,,29,4,2,10,
1320,/fighter/Trestle-Tan-144803,Trestle Tan,Jun Minion,,,,Manila,Philippines,"6'0""",185 lbs,California Fitness and Yoga,Middleweight,4,2,2,0,,4,5,4,1,
1321,/fighter/Conor-McGregor-29688,Conor McGregor,Notorious,14/07/1988,33.0,,Dublin,Ireland,"5'8""",155 lbs,SBG Ireland,Lightweight,22,19,1,2,,22,2,4,0,
1322,/fighter/Dave-Latoria-326457,Dave Latoria,,,,,,United States,"6'0""",265 lbs,,Heavyweight,0,0,0,0,,0,0,0,0,
1323,/fighter/Nick-Moghaddam-17779,Nick Moghaddam,Mercenary,29/12/1982,38.0,,"Newport Beach, California",United States,"6'3""",205 lbs,Reign MMA,Light Heavyweight,6,3,2,0,1.0,6,3,1,4,0.0
1324,/fighter/Robbie-Peralta-21339,Robbie Peralta,Problems,14/03/1986,35.0,,"Escondido, California",United States,"5'8""",145 lbs,Team Xplode MMA,Featherweight,19,13,2,4,,19,2,4,3,
1325,/fighter/Jonathan-Goulet-4120,Jonathan Goulet,The Road Warrior,13/07/1979,42.0,,"Victoriaville, Quebec",Canada,"6'0""",169 lbs,Team Legion,Welterweight,23,12,8,3,,23,10,2,0,
1326,/fighter/David-Michaud-53778,David Michaud,Bulldawg,10/11/1988,32.0,,"Brookings, South Dakota",United States,"5'9""",170 lbs,MMA Lab,Welterweight,18,9,5,4,,18,3,1,2,
1327,/fighter/Alvin-Robinson-12212,Alvin Robinson,Kid,16/07/1982,39.0,,"Denver, Colorado",United States,"5'9""",145 lbs,Grudge Training Center,Featherweight,15,0,14,1,,15,5,4,0,
1328,/fighter/Brent-Weedman-9869,Brent Weedman,,10/10/1984,36.0,,"Louisville, Kentucky",United States,"6'0""",170 lbs,Team Haycraft,Welterweight,22,10,9,3,,22,1,1,7,
1329,/fighter/Musa-Toliver-12748,Musa Toliver,,15/11/1984,36.0,,"Lakewood, California",United States,"0'0""",135 lbs,Bodyshop Fitness Team,Bantamweight,9,1,0,8,,9,2,8,1,
1330,/fighter/Lewis-Cassner-63125,Lewis Cassner,,21/01/1983,38.0,,Maryland,United States,"5'7""",142 lbs,,Featherweight,1,0,1,0,,1,1,2,0,
1331,/fighter/Alec-Hooben-115633,Alec Hooben,,31/10/1992,28.0,,"Pompton Lakes, New Jersey",United States,"5'11""",205 lbs,AMA Fight Club,Light Heavyweight,5,1,3,1,,5,3,1,1,
1332,/fighter/Wang-Ya-Wei-178947,Wang  Ya Wei,,10/08/1993,28.0,,Shanghai,China,"5'8""",145 lbs,Dragon Gym Shanghai,Featherweight,2,2,0,0,,2,0,0,2,
1333,/fighter/Kaylan-Gorospe-108083,Kaylan Gorospe,,,,,"Honolulu, Hawaii",United States,"5'7""",135 lbs,HMC,Bantamweight,0,0,0,0,,0,1,0,0,
1334,/fighter/Germaine-de-Randamie-41745,Germaine de Randamie,The Iron Lady,24/04/1984,37.0,,Utrecht,Netherlands,"5'9""",135 lbs,American Kickboxing Academy,Bantamweight,10,4,1,5,,10,1,1,2,
1335,/fighter/Mizuto-Hirota-12078,Mizuto Hirota,Pugnus,05/05/1981,40.0,,"Isahaya, Nagasaki",Japan,"5'7""",155 lbs,Cave,Lightweight,18,10,0,8,,18,1,1,9,
1336,/fighter/IlimaLei-Macfarlane-162961,Ilima-Lei Macfarlane,The Ilimanator,02/04/1990,31.0,,"San Diego, California",United States,"5'4""",125 lbs,Team Hurricane Awesome,Flyweight,11,2,6,3,,11,0,0,1,
1337,/fighter/Rafa-Garcia-186049,Rafa Garcia,Gifted,05/08/1994,27.0,,"Mexicali, Baja California",Mexico,"5'8""",155 lbs,Team Punisher,Lightweight,11,1,7,3,,11,0,0,2,
1338,/fighter/Eric-Irvin-55950,Eric Irvin,The Hedgehog,10/01/1986,35.0,,"Farmington, Missouri",United States,"5'8""",155 lbs,Team Destruction,Lightweight,11,2,6,3,,11,0,2,2,
1339,/fighter/Carlos-Huachin-177353,Carlos Huachin,Perro Malo,06/06/1996,25.0,,Lima,Peru,"5'7""",135 lbs,PMAC (Pitbull Martial Arts Center),Bantamweight,10,8,2,0,,10,1,0,5,
1340,/fighter/Mike-Bronzoulis-25229,Mike Bronzoulis,The Greek Assassin,05/01/1979,42.0,,"Houston, Texas",United States,"5'11""",185 lbs,Revolution Dojo,Middleweight,18,11,3,3,1.0,18,2,3,5,0.0
1341,/fighter/Jianbing-Yang-144567,Jianbing Yang,,05/04/1994,,11/12/2015,Beijing,China,"5'6""",125 lbs,Big King,Flyweight,5,0,3,2,,5,0,0,1,
1342,/fighter/Pat-Sabatini-60415,Pat Sabatini,,09/11/1990,30.0,,"Bristol, Pennsylvania",United States,"5'9""",145 lbs,Renzo Gracie Philly,Featherweight,14,2,9,3,,14,1,0,2,
1343,/fighter/Tiawan-Howard-18498,Tiawan Howard,The Iron Dragon,17/12/1974,46.0,,"Cleveland, Ohio",United States,"5'8""",179 lbs,Rising Dragon Fight Team,Middleweight,11,3,6,2,,11,3,5,4,
1344,/fighter/Jin-Soo-Son-168171,Jin Soo Son,,01/04/1993,28.0,,Seoul,South Korea,"5'6""",135 lbs,Korean Zombie MMA,Bantamweight,9,4,2,3,,9,0,0,4,
1345,/fighter/Nikita-Krylov-110937,Nikita Krylov,The Miner,07/03/1992,29.0,,Donetsk,Ukraine,"6'3""",205 lbs,Industrials,Light Heavyweight,27,11,15,1,,27,1,5,2,
1346,/fighter/Corey-Browning-187147,Corey Browning,,,,,Tennessee,United States,"5'11""",155 lbs,,Lightweight,4,1,3,0,,4,0,3,0,
1347,/fighter/Patrick-Schmid-329545,Patrick Schmid,Big Swiss,12/01/1986,35.0,,,Switzerland,"6'4""",265 lbs,Profight Gym,Heavyweight,0,0,0,0,,0,1,0,0,
1348,/fighter/James-Jones-14353,James Jones,Binky,18/11/1969,51.0,,"Nottingham, Maryland",United States,"6'0""",145 lbs,Ground Control Academy,Featherweight,16,3,9,4,,16,6,5,5,
1349,/fighter/Xie-Bin-231979,Xie  Bin,The Stalker,28/02/1998,23.0,,Tianjin,China,"5'10""",135 lbs,Tianjin Top Team,Bantamweight,8,1,4,3,,8,0,0,2,
1350,/fighter/Josh-Parisian-181225,Josh Parisian,,28/06/1989,32.0,,"Brighton, Michigan",United States,"6'4""",265 lbs,Scorpion Fighting System,Heavyweight,14,10,2,2,,14,1,1,2,
1351,/fighter/Marc-Diakiese-111545,Marc Diakiese,Bonecrusher,16/03/1993,28.0,,"Doncaster, South Yorkshire",England,"5'10""",155 lbs,American Top Team,Lightweight,14,6,1,7,,14,0,1,3,
1352,/fighter/Aiemann-Zahabi-121009,Aiemann Zahabi,,19/11/1987,33.0,,"Laval, Quebec",Canada,"5'8""",135 lbs,Tristar Gym,Bantamweight,8,5,2,1,,8,1,0,1,
1353,/fighter/Vovka-Clay-108825,Vovka Clay,KGB,,,,"Amherst, New Hampshire",United States,"5'10""",145 lbs,Triumph MMA,Featherweight,9,2,6,1,,9,0,0,2,
1354,/fighter/Martin-Bravo-99699,Martin Bravo,Toro,21/09/1993,27.0,,"Rosarito Beach, Baja California",Mexico,"5'8""",145 lbs,Entram Gym,Featherweight,11,4,5,2,,11,2,0,1,
1355,/fighter/Greg-Soto-19080,Greg Soto,,03/06/1986,35.0,,"Oakhurst, New Jersey",United States,"5'11""",170 lbs,Pellegrino MMA,Welterweight,9,2,4,3,0.0,9,1,2,0,1.0
1356,/fighter/Jordan-Newman-293649,Jordan Newman,,,,,"Milwaukee, Wisconsin",United States,"6'0""",185 lbs,Roufusport,Middleweight,3,2,0,1,,3,0,0,0,
1357,/fighter/Marcelo-Golm-190735,Marcelo Golm,,15/09/1992,28.0,,"Pitangueiras, Sao Paulo",Brazil,"6'3""",255 lbs,Corinthians MMA,Heavyweight,8,6,2,0,,8,1,0,2,
1358,/fighter/Josh-Thomson-2394,Josh Thomson,The Punk,21/09/1978,42.0,,"San Jose, California",United States,"5'10""",153 lbs,American Kickboxing Academy,Lightweight,22,7,9,6,,22,2,0,7,
1359,/fighter/Eddie-Gordon-66410,Eddie Gordon,Truck,22/07/1983,38.0,,"Freeport, New York",United States,"6'0""",170 lbs,Serra-Longo Fight Team,Welterweight,8,3,1,4,,8,1,1,5,
1360,/fighter/Sirwan-Kakai-21446,Sirwan Kakai,Zohan,03/10/1989,31.0,,Gothenburg,Sweden,"5'6""",135 lbs,GBG MMA,Bantamweight,12,4,6,2,,12,0,1,4,
1361,/fighter/Irshaad-Sayed-65228,Irshaad Sayed,White Tiger,30/03/1989,32.0,,"Cape Town, Western Cape",South Africa,"5'7""",135 lbs,Evolve MMA,Bantamweight,12,6,3,3,,12,0,0,2,
1362,/fighter/Xudong-Ma-284093,Xudong Ma,Tank,,,,,China,"5'7""",145 lbs,SHLC MMA,Featherweight,1,1,0,0,,1,1,3,0,
1363,/fighter/Matheus-Mattos-70757,Matheus Mattos,Adamas,06/06/1992,29.0,,"Rio de Janeiro, Rio de Janeiro",Brazil,"5'5""",135 lbs,Pitbull Brothers,Bantamweight,13,7,4,2,,13,1,0,1,
1364,/fighter/Niklas-Stolze-163897,Niklas Stolze,Green Mask,28/12/1992,28.0,,"Magdeburg, Saxony-Anhalt",Germany,"6'0""",170 lbs,SBG Ireland,Welterweight,12,4,5,3,,12,1,0,4,
1365,/fighter/Damacio-Page-12158,Damacio Page,The Angel of Death,30/09/1982,38.0,,"Albuquerque, New Mexico",United States,"5'6""",125 lbs,Jackson-Wink MMA,Flyweight,20,11,8,1,,20,0,8,2,
1366,/fighter/Dustin-Pague-39781,Dustin Pague,The Disciple,05/08/1987,34.0,,"Harrisburg, Pennsylvania",United States,"5'9""",152 lbs,Disciple MMA,Lightweight,12,3,9,0,,12,4,3,4,
1367,/fighter/Honglin-Li-329237,Honglin Li,,,,,,China,"5'8""",125 lbs,Beijing Ning Guangyou Combat and Fitness Club,Flyweight,3,1,2,0,,3,0,2,0,
1368,/fighter/Kenneth-Rivera-55576,Kenneth Rivera,2 Knivez,26/12/1987,33.0,,"New York, New York",United States,"5'5""",145 lbs,,Featherweight,2,0,1,1,,2,1,0,1,
1369,/fighter/Eddie-Yagin-2825,Eddie Yagin,The Filipino Phenom,23/03/1979,42.0,,"Honolulu, Hawaii",United States,"5'6""",145 lbs,Kong Submission Academy,Featherweight,16,5,5,6,,16,3,1,3,
1370,/fighter/Mason-Jones-256311,Mason Jones,The Dragon,26/04/1995,26.0,,Blaenavon,Wales,"5'10""",155 lbs,Pedro Bessa BJJ,Lightweight,10,4,3,3,,10,0,0,1,
1371,/fighter/Yulia-Sachkov-270973,Yulia Sachkov,,,,,Haifa,Israel,"5'3""",110 lbs,Britavsky Team,Strawweight,0,0,0,0,,0,2,0,0,
1372,/fighter/Jace-Law-319329,Jace Law,JKO,,,,,Malaysia,"6'0""",170 lbs,Harbour Top Team,Welterweight,1,1,0,0,,1,0,0,0,
1373,/fighter/Ricky-Furar-91363,Ricky Furar,Iron Monkey,30/06/1990,31.0,,"Temecula, California",United States,"5'6""",135 lbs,Team Quest,Bantamweight,5,3,0,2,,5,2,0,0,
1374,/fighter/Neal-Ewing-84700,Neal Ewing,No Problem,30/09/1985,35.0,,"Dallas, Texas",United States,"6'0""",185 lbs,Octagon MMA,Middleweight,6,2,3,1,,6,0,0,0,
1375,/fighter/Nico-Soe-152649,Nico Soe,,,,,,Singapore,"0'0""",135 lbs,Impact MMA Singapore,Bantamweight,4,2,2,0,,4,0,0,1,
1376,/fighter/Arjan-Singh-Bhullar-175321,Arjan Singh Bhullar,,13/05/1986,35.0,,"Richmond, British Columbia",Canada,"6'1""",241 lbs,Ryan's MMA - Checkmat Vancouver,Heavyweight,11,4,0,7,,11,0,1,0,
1377,/fighter/Bryan-Travers-12969,Bryan Travers,The Bull,,,,"Bakersfield, California",United States,"5'10""",165 lbs,Academy of Martial Arts and Fitness,Welterweight,15,2,6,7,,15,0,3,1,
1378,/fighter/Cai-Chang-Bo-214845,Cai  Chang Bo,,12/03/1996,25.0,,,China,"0'0""",135 lbs,Changsha Ge Rui Muay Thai,Bantamweight,0,0,0,0,,0,0,1,0,
1379,/fighter/Julian-Marquez-77743,Julian Marquez,The Cuban Missile Crisis,08/05/1990,31.0,,"Kansas City, Missouri",United States,"6'2""",185 lbs,Glory MMA & Fitness,Middleweight,9,6,3,0,,9,0,0,2,
1380,/fighter/Alan-Philpott-60725,Alan Philpott,The Apprentice,22/09/1992,28.0,,"Ballymena, Antrim",Northern Ireland,"5'7""",135 lbs,IMMA,Bantamweight,19,4,8,7,,19,1,10,1,
1381,/fighter/Megan-Anderson-149769,Megan Anderson,,11/02/1990,31.0,,"Gold Coast, Queensland",Australia,"6'0""",145 lbs,Glory MMA & Fitness,Featherweight,11,6,3,2,,11,0,3,2,
1382,/fighter/Brodie-Farber-6123,Brodie Farber,,,,,"Grass Valley, California",United States,"6'1""",205 lbs,Tiger Muay Thai,Light Heavyweight,17,4,11,2,,17,4,2,1,
1383,/fighter/Guoan-Fu-302769,Guoan Fu,Kim,,,,,China,"0'0""",170 lbs,Action MMA Academy,Welterweight,0,0,0,0,,0,1,0,0,
1384,/fighter/Dong-Hyun-Ma-21673,Dong Hyun Ma,Maestro,09/09/1988,32.0,,Busan,South Korea,"5'11""",155 lbs,Busan Team MAD,Lightweight,16,6,6,4,,16,4,2,5,
1385,/fighter/Derek-Bohi-81033,Derek Bohi,Marshmallow,09/12/1979,41.0,,"Kansas City, Missouri",United States,"6'4""",264 lbs,Broken Smile Fight Team,Heavyweight,8,5,3,0,,8,4,1,0,
1386,/fighter/Paul-Barrow-50271,Paul Barrow,One,26/08/1985,35.0,,"Tampa, Florida",United States,"5'10""",155 lbs,Team Darkside MMA,Lightweight,5,1,2,2,,5,0,0,4,
1387,/fighter/Marcus-Gamble-230373,Marcus Gamble,,,,,Hawaii,United States,"0'0""",205 lbs,,Light Heavyweight,3,2,0,1,,3,1,0,0,
1388,/fighter/Tyler-McGuire-106991,Tyler McGuire,,14/02/1986,35.0,,"Spokane, Washington",United States,"5'11""",170 lbs,Sikjitsu,Welterweight,12,2,6,4,,12,1,0,1,
1389,/fighter/Juan-Manuel-Puig-44638,Juan Manuel Puig,Fenix,23/04/1989,32.0,,"Mexico City, Federal District",Mexico,"5'9""",145 lbs,American Kickboxing Academy,Featherweight,11,2,7,2,,11,2,1,1,
1390,/fighter/Tyler-Diamond-143121,Tyler Diamond,,18/03/1991,30.0,,"Oroville, California",United States,"5'7""",145 lbs,Team Alpha Male,Featherweight,12,5,2,5,,12,0,0,2,
1391,/fighter/Maurice-Jackson-13213,Maurice Jackson,The Gorilla,07/01/1981,40.0,,"Las Vegas, Nevada",United States,"6'9""",261 lbs,Syndicate MMA,Heavyweight,3,1,1,1,,3,1,1,0,
1392,/fighter/Andrew-Fisher-22657,Andrew Fisher,,,,,"Sunderland, Tyne and Wear",England,"5'10""",145 lbs,Team Fish Tank,Featherweight,18,6,9,3,,18,3,1,4,
1393,/fighter/Michael-Patt-3506,Michael Patt,,,,,"Dayton, Ohio",United States,"6'0""",205 lbs,Meat Truck Inc.,Light Heavyweight,12,1,9,2,,12,3,0,1,
1394,/fighter/Shah-Bobonis-24690,Shah Bobonis,The Showstopper,23/09/1978,42.0,,"Miami, Florida",United States,"5'8""",145 lbs,Freestyle Fighting Academy,Featherweight,16,5,5,5,1.0,16,1,6,5,0.0
1395,/fighter/Mohd-Fouzein-Mohd-Fozi-93845,Mohd Fouzein Mohd Fozi,The Underdog,,,,"Bukit Katil, Malacca",Malaysia,"5'6""",125 lbs,Malacca MMA Club,Flyweight,7,2,4,1,,7,6,3,3,
1396,/fighter/Sam-Oropeza-51885,Sam Oropeza,Sammy O,17/06/1985,36.0,,"Briarcliff, Pennsylvania",United States,"6'2""",184 lbs,Philadelphia Fight Factory,Middleweight,13,7,6,0,,13,0,2,1,
1397,/fighter/Tulio-Palhares-205,Tulio Palhares,,,,,Sao Paulo,Brazil,"5'10""",180 lbs,,Middleweight,4,2,1,1,0.0,4,8,6,2,1.0
1398,/fighter/Kevin-Holland-108999,Kevin Holland,Trailblazer,05/11/1992,28.0,,"Fort Worth, Texas",United States,"6'3""",185 lbs,Phalanx MMA Academy,Middleweight,21,12,5,4,,21,0,2,5,
1399,/fighter/Chael-Sonnen-4112,Chael Sonnen,,03/04/1977,44.0,,"West Linn, Oregon",United States,"6'1""",205 lbs,Team Quest,Light Heavyweight,31,8,4,19,,31,7,9,1,
1400,/fighter/Kirill-Sidelnikov-20856,Kirill Sidelnikov,,17/08/1988,32.0,,"Stary Oskol, Belgorod",Russia,"5'11""",220 lbs,FedorTeam,Heavyweight,12,6,1,5,,12,5,0,1,
1401,/fighter/Jingnan-Xiong-176083,Jingnan Xiong,The Panda,12/01/1988,33.0,,Beijing,China,"5'5""",125 lbs,Phuket Top Team,Flyweight,15,10,1,4,,15,0,1,1,
1402,/fighter/Jamie-Yager-42309,Jamie Yager,The Chosyn 1,29/11/1983,37.0,,"Huntington Beach, California",United States,"6'2""",170 lbs,Kings MMA,Welterweight,9,3,4,2,0.0,9,2,1,0,1.0
1403,/fighter/Lauren-Murphy-66725,Lauren Murphy,Lucky,27/07/1983,38.0,,"Anchorage, Alaska",United States,"5'7""",125 lbs,4oz. Fight Club,Flyweight,15,8,1,6,,15,0,0,4,
1404,/fighter/Bruno-Pucci-94357,Bruno Pucci,,23/07/1990,31.0,,,Brazil,"5'9""",145 lbs,Evolve MMA,Featherweight,7,1,6,0,,7,4,0,1,
1405,/fighter/Khalid-Taha-117849,Khalid Taha,The Warrior,15/02/1992,29.0,,Dortmund,Germany,"5'7""",135 lbs,Arena Dortmund,Bantamweight,13,9,2,2,,13,0,1,3,
1406,/fighter/Danilo-Marques-172145,Danilo Marques,,26/12/1985,35.0,,"Sao Paulo, Sao Paulo",Brazil,"6'6""",205 lbs,Demian Maia Jiu-Jitsu,Light Heavyweight,11,4,5,2,,11,2,0,1,
1407,/fighter/Krisna-Limbaga-246911,Krisna Limbaga,,,,,,Philippines,"0'0""",110 lbs,,Strawweight,0,0,0,0,,0,0,1,1,
1408,/fighter/Ryan-Bader-22858,Ryan Bader,Darth,07/06/1983,38.0,,"Tempe, Arizona",United States,"6'2""",205 lbs,Power MMA Team,Light Heavyweight,28,12,3,13,,28,4,2,0,
1409,/fighter/Sergio-da-Silva-68206,Sergio da Silva,The Savage,09/02/1986,,16/12/2020,"New York City, New York",United States,"5'7""",145 lbs,Vitor Shaolin Jiu-Jitsu,Featherweight,7,0,2,4,1.0,7,1,1,7,0.0
1410,/fighter/Joseph-Benavidez-15008,Joseph Benavidez,,31/07/1984,37.0,,"Sacramento, California",United States,"5'4""",125 lbs,Xtreme Couture,Flyweight,28,8,9,11,,28,2,1,5,
1411,/fighter/Adrian-Yanez-86354,Adrian Yanez,,29/11/1993,27.0,,"La Porte, Texas",United States,"5'7""",135 lbs,Metro Fight Club,Bantamweight,14,9,2,3,,14,0,0,3,
1412,/fighter/Danny-Henry-59830,Danny Henry,The Hatchet,17/07/1988,33.0,,Edinburgh,Scotland,"5'11""",145 lbs,Higher Level Martial Arts,Featherweight,12,5,5,2,,12,0,2,2,
1413,/fighter/Luke-Barnatt-56567,Luke Barnatt,Bigslow,13/04/1988,33.0,,"Barking, Essex",England,"6'6""",185 lbs,Tsunami Gym,Middleweight,15,9,4,2,,15,3,1,6,
1414,/fighter/Kin-Moy-59907,Kin Moy,Kong,26/06/1990,31.0,,"Cambridge, Massachusetts",United States,"5'5""",135 lbs,Redline Fight Sports,Bantamweight,12,4,6,2,,12,2,0,2,
1415,/fighter/David-Garcia-188269,David Garcia,,13/03/1994,27.0,,"La Grange, Illinois",United States,"5'8""",135 lbs,Top Notch MMA,Bantamweight,5,2,3,0,,5,1,2,0,
1416,/fighter/Will-Smith-174333,Will Smith,Sriracha,,,,"West Haven, Connecticut",United States,"5'8""",135 lbs,Golden Falcon Gym,Bantamweight,3,1,0,2,,3,2,0,2,
1417,/fighter/Nathan-Gunn-26587,Nathan Gunn,Gunner,26/07/1979,42.0,,"Thunder Bay, Ontario",Canada,"5'10""",170 lbs,Leading Edge Gym,Welterweight,10,2,3,3,2.0,10,2,3,0,0.0
1418,/fighter/Rasul-Yakhyaev-102067,Rasul Yakhyaev,,20/06/1991,30.0,,"Grozny, Chechnya",Russia,"5'8""",155 lbs,Fight Club Berkut,Lightweight,11,3,4,4,,11,0,4,4,
1419,/fighter/Nate-Andrews-67961,Nate Andrews,The Snake,04/04/1984,37.0,,"East Providence, Rhode Island",United States,"6'0""",155 lbs,Tri-Force MMA,Lightweight,16,5,10,1,,16,1,0,3,
1420,/fighter/Scott-Holtzman-78210,Scott Holtzman,Hot Sauce,30/09/1983,37.0,,"Knoxville, Tennessee",United States,"5'9""",155 lbs,Shield Systems,Lightweight,14,5,2,7,,14,2,0,3,
1421,/fighter/Andreas-Stahl-57322,Andreas Stahl,Real Steel,20/05/1988,33.0,,"Umea, Vasterbotten",Sweden,"6'1""",170 lbs,Renyi Fight Camp,Welterweight,12,5,1,6,,12,2,0,2,
1422,/fighter/Mike-de-la-Torre-17915,Mike de la Torre,El Cucuy,22/09/1986,34.0,,"San Diego, California",United States,"6'0""",155 lbs,Inv1ktus MMA,Lightweight,14,7,5,2,,14,3,4,2,
1423,/fighter/Lee-Murray-1659,Lee Murray,Lightning,12/11/1977,43.0,,London,England,"6'0""",185 lbs,London Shootfighters,Middleweight,8,4,4,0,,8,0,1,1,
1424,/fighter/Mike-Jackson-16281,Mike    Jackson,,,,,"Oklahoma City, Oklahoma",United States,"6'0""",170 lbs,CM System,Welterweight,12,1,9,1,1.0,12,6,2,1,1.0
1425,/fighter/Sijara-Eubanks-193533,Sijara Eubanks,SarJ,27/04/1985,36.0,,"Brick, New Jersey",United States,"5'4""",125 lbs,Mark Henry Boxing,Flyweight,7,3,0,4,,7,0,0,6,
1426,/fighter/Achmad-Eko-Priandono-295785,Achmad Eko Priandono,Electrical Knock Out,,,,,Indonesia,"0'0""",135 lbs,Saint Electra MMA,Bantamweight,6,3,1,2,,6,0,0,2,
1427,/fighter/Mike-Russow-20552,Mike Russow,,09/11/1976,44.0,,"Chicago, Illinois",United States,"6'1""",256 lbs,,Heavyweight,15,4,8,3,,15,2,1,0,
1428,/fighter/Martin-Stapleton-24608,Martin Stapleton,.50 Cal,09/05/1983,38.0,,"Rochdale, Greater Manchester",England,"5'9""",155 lbs,SBG Manchester,Lightweight,19,6,6,6,1.0,19,0,5,2,0.0
1429,/fighter/Cheick-Kongo-2193,Cheick Kongo,,17/05/1975,46.0,,Paris,France,"6'4""",234 lbs,Kongo Smashin' Club,Heavyweight,30,15,3,12,,30,3,1,7,
1430,/fighter/Beau-Hamilton-46526,Beau Hamilton,The Show,08/09/1987,33.0,,"Stockton, California",United States,"5'5""",155 lbs,Team Do Somethin',Lightweight,3,2,0,1,,3,6,2,1,
